"id","last_updated","sample_id","eartag","name","prev_id","sex","age_class","status","first_seen","den_grad","disappeared","mom","birthdate","number_littermates","litrank","arrived_den","leave_den","fate","mortality_source","death_date","weaned","clan","park","misc_notes"
"tia","21-jul-16","748","","thalia","","f","c","r","17-mar-03","27-oct-03","09-dec-06","mrph","18-feb-03","1","1","","","k","lions","09-dec-06","12-feb-04","talek","","dengrad calced by pat"
"tian","11-may-16","529","","princess tiana","","f","c","r","08-aug-13","","","parc","04-jul-13","1","2","","","a","","","","talek","tk",""
"tica","25-jan-17","","","titicaca","","m","c","r","04-nov-12","29-jul-13","25-jan-16","hel","04-oct-12","1","2","","","d","","","28-aug-13","talek","",""
"tig","28-mar-08","","","tigger","","m","c","r","15-sep-94","","17-mar-95","lg","08-sep-94","1","1","","","k","","17-mar-95","","talek","tk"," dengrad calced by pat"
"tija","09-jan-15","","","tiajuana","al385","m","a","i","13-jun-11","","05-apr-13","","","","","","","k","","","","talek","tk","body found, necropsy performed"
"tilt","02-feb-16","707","502","tilt","","f","c","r","26-jul-08","04-may-09","","ffl","20-jul-08","1","1","","","a","","","27-aug-09","talek","",""
"timo","08-sep-16","","","timone","","m","c","r","06-may-15","11-oct-15","","juno","01-apr-15","1","1","","","a","","","","talek","tk",""
"tin","","791","","tinman","","m","a","","18-jun-03","","","","","","","","","a","","","","emarti h","",""
"tini","30-mar-17","","","tahini","","m","c","r","27-jul-03","29-apr-04","19-aug-07","mp","28-jun-03","1","2","","","d","","","28-jun-04","talek",""," dengrad calced by pat"
"tinu","28-mar-08","","","tinu","","f","c","r","14-feb-89","07-sep-89","08-jan-90","gw","12-jan-89","0","1","06-sep-89","09/06/89 00:00:00","k","","08-jan-90","","talek","tk"," dengrad calced by pat"
"tipi","25-mar-08","215","","tipi","","f","a","d","02-jul-97","","02-jul-97","","","","","","","k","humans","02-jul-97","","embryo","tk",""
"tira","11-may-16","","","tierra del fuego","","m","c","r","20-may-14","","","hel","29-apr-14","1","2","","","a","","","","talek","",""
"tit","28-mar-08","109","","tiny tim","","m","c","r","09-sep-93","22-apr-94","19-mar-95","ot","15-aug-93","1","2","","","k","","19-mar-95","01-aug-94","talek","tk"," dengrad calced by pat"
"titn","02-feb-16","","","titan","","m","c","r","13-dec-10","27-jun-11","30-nov-13","pan","25-oct-10","1","1","","","d","","","26-aug-11","talek","",""
"tk","10-nov-16","","","tokyo","","m","a","t","19-sep-01","","26-sep-01","","","","","","","u","","","","talek","tk","master list: first seen=9/21/2001"
"tmtu","04-nov-16","","","timbuktu","","m","a","t","31-jul-10","","03-aug-10","","","","","","","d","","","","talek","tk",""
"tndr","02-aug-18","","","tinder","","m","c","r","09-mar-15","","21-apr-17","lust","29-jan-15","0","","","","a","","","","talek","tk",""
"tnks","21-jul-16","555","","trunks","","f","c","r","14-may-13","","","alfe","15-mar-13","0","","","","a","","","27-nov-13","talek","tk",""
"tof","","","","tofu","","u","c","r","01-may-99","","12-may-99","mp","24-apr-99","1","1","","","","","","","talek","tk"," dengrad calced by pat"
"tol","18-jul-16","","","tolstoy","","m","c","r","12-aug-01","24-apr-02","28-apr-02","who","06-aug-01","1","1","","","k","","","","talek","tk","talek east. grad. date approximate - not seen between 4/28/02 and 6/16/02 dengrad calced by pat"
"tort","29-dec-14","","","tortellini","","u","c","r","22-may-08","","27-may-08","guci","01-apr-08","1","1","","","k","","","","talek","tk",""
"tp","28-mar-08","72","","tramp","","f","c","r","02-aug-91","","15-nov-91","02","03-jun-91","0","1","","","k","","15-nov-91","","talek","tk"," dengrad calced by pat"
"tpe","02-feb-16","","","taupe","","f","c","r","17-feb-09","05-aug-09","28-may-13","mos","10-jan-09","1","2","","","k","","","29-oct-09","talek","",""
"tq","23-may-16","46","","tequila","","f","c","r","25-nov-90","09-aug-91","10-aug-91","ua","20-oct-90","1","1","","","k","","10-aug-91","","talek","tk"," dengrad calced by pat"
"trap","13-nov-15","","","trapezoid","","m","","r","12-jul-02","","","","","","","","","a","","","","airstrip","","amboseli"
"trck","05-jun-15","","","trick","","","c","r","11-mar-14","","","gety","11-oct-13","1","","","","a","","","","mara.river","",""
"trip","01-apr-08","","","tripoli","","m","a","i","31-oct-05","","","","","","","","","a","","","","mara.river","",""
"tris","","284","","trish","","f","a","d","","","","","","","","","","a","humans","","","llion","tk",""
"xxx","28-mar-08","191","","xxx","","f","c","r","20-dec-96","","20-dec-96","hg","13-dec-96","1","","","","k","hyena","20-dec-96","","talek","tk"," dengrad calced by pat"
"xyz","28-mar-08","190","","xyz","","m","c","r","20-dec-96","","20-dec-96","hg","13-dec-96","1","","","","k","hyena","20-dec-96","","talek","tk"," dengrad calced by pat"
"yaho","23-feb-16","","","yahoo","","m","c","r","06-sep-10","17-may-11","11-apr-12","bab","14-jul-10","1","2","","","k","","","28-jul-11","talek","tk",""
"yat","18-feb-15","","","yahtzee","","u","c","r","05-feb-04","","12-feb-04","adon","04-feb-04","0","","","","k","","","","talek","tk",""
"yel","","193","","yeller","","f","a","t","31-dec-96","","31-dec-96","","","","","","","","","","","talek","tk",""
"yet","31-mar-17","243","","yeti","","m","c","r","15-jul-97","18-mar-98","13-mar-01","kip","09-jul-97","1","1","","","d","","","18-jul-98","talek","tk","talek west. dengrad calced by pat"
"ylst","03-feb-16","","","yellowstone","","m","c","r","07-apr-10","12-nov-10","13-apr-12","sbl","19-feb-10","1","1","","","d","","","26-dec-10","talek","",""
"yoda","21-jul-16","353","358","yoda","","f","c","r","25-jul-01","19-jan-02","15-jan-03","sein","01-jun-01","1","1","","","k","","","","talek","tk"," dengrad calced by pat"
"yog","","367","","yogurt","","f","c","r","07-jan-02","11-oct-02","13-may-17","mp","20-nov-01","0","","","","a","","","06-apr-03","talek","tk"," dengrad calced by pat"
"yumm","03-apr-17","","","yummly","twiggy = cub name","m","c","r","12-jan-12","","06-dec-12","bab","02-nov-11","1","2","","","k","","","08-dec-12","talek","tk","birthdate unknown"
"zach","","","","zach","","","","","","","","","","","","","","a","","","","airstrip","","amboseli"
"zam","","","","zambezi","","m","c","r","07-may-04","","","shd","27-apr-04","","","","","a","","","","airstrip","","amboseli"
"zc","","351","351","zinc","","f","c","r","20-may-01","09-oct-01","16-may-05","ath","13-mar-01","0","","","","k","humans","16-may-05","27-jan-02","talek","tk"," dengrad calced by pat"
"zek","01-apr-15","","","zek","","","c","r","22-feb-09","","22-feb-09","et","08-dec-08","1","","","","k","unk","","","fig.tree","","cub discovered while sessioning ft notes in 2015"
"zeny","23-feb-16","","","zenyatta","","m","c","r","22-jan-11","04-aug-11","13-may-12","blue","18-dec-10","1","2","","","k","","","","talek","tk",""
"zeus","28-mar-08","","","zeus","","m","c","r","22-may-01","","20-oct-01","mrph","20-mar-01","1","1","","","k","","20-oct-01","","talek","tk","master list: sex=u dengrad calced by pat"
"zich","18-apr-18","","","zilch","onion ring (orng), maradadi (dadi)","u","c","r","19-jan-15","","11-dec-16","","19-jul-14","","","","","u","","","","talek","tk","this hyena was thought to be dadi for a long time, but realized it was actually zich"
"zion","03-feb-16","837","","zion","","f","c","r","07-apr-10","24-dec-10","06-may-13","sbl","19-feb-10","1","2","","","k","","","16-feb-11","talek","tk",""
"zip","14-dec-16","79","","zipper","","m","a","i","27-nov-89","","21-apr-94","","","","","","","u","","","","talek","tk",""
"ziti","03-feb-16","","","ziti","","m","c","r","09-jun-10","12-nov-10","","guci","03-apr-10","1","2","","","a","","","14-jul-11","talek","",""
"znf","","","","zinfandel","","u","c","r","05-dec-00","","23-dec-00","hml","18-nov-00","0","","","","a","","","","talek","tk"," dengrad calced by pat"
"zoe","","151","","zoe","","f","a","f","23-jun-95","","23-jun-95","","","","","","","u","","","","fig.tree","tk",""
"zomb","29-dec-14","","","zombie","","u","c","r","03-nov-10","","24-dec-10","msl","13-oct-10","","","","","k","","","","talek","tk",""
"zor","28-mar-08","","","zorro","","f","c","r","12-aug-89","16-apr-90","01-may-90","23s","17-jul-89","1","1","13-mar-90","03/13/90 00:00:00","k","","01-may-90","","talek","tk"," dengrad calced by pat"
"zsa","13-nov-15","","","zsa zsa","","f","","r","14-jul-03","","","","","","","","","a","","","","airstrip","","amboseli"
"zuci","20-may-15","","","zucchini","","","c","r","22-feb-14","","","fman","22-sep-13","1","","","","a","","","","mara.river","",""
"zulu","18-jul-16","138","","zulu","","m","c","r","30-may-94","28-jan-95","31-aug-97","pt","01-may-94","1","2","","","k","lions","31-aug-97","20-aug-95","talek","tk"," dengrad calced by pat"
"zwe","01-may-15","","","zwelithini","","m","a","t","12-dec-01","","12-dec-01","","","","","","","a","","","","talek","","m? prozac?"
"savo","19-aug-16","","","sarejevo","","m","","","","","","","","","","","","u","","","","talek","tk","no evidence in notes - believed to be an immigrant male"
"elvy","15-jun-16","","","elvy","","","","","08-apr-11","","","","","","","","","a","","","","mara.river","tk",""
"mrcl","15-jun-16","","","mr. clean","","","","","01-sep-10","","","","","","","","","a","","","","mara.river","tk",""
"trt","27-apr-15","885","885","trout","","m","s","r","16-jun-01","","","chrm","02-jun-00","1","2","","","a","","","","mara.river","",""
"tt","28-mar-08","","","tonto","","m","c","r","14-oct-89","19-apr-90","28-jun-90","kb","01-sep-89","1","","11-apr-90","04/11/90 00:00:00","k","","28-jun-90","","talek","tk"," dengrad calced by pat"
"ttch","29-dec-14","","","titch","","u","c","r","20-sep-05","","09-jun-07","","","","","","","a","","","","talek","","talek east; notes say this cub is about the same size as red at the time (mostly black, molting around the ears). adw and alc say they cannot estimate its dob accurately and choose to leave it blank"
"ttrs","05-may-12","","","tetris","","f","c","r","","","","atar","11-jan-10","","","","","a","","","","mara.river","",""
